NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RdNBR,RdNBR_BL,dNBR,dNBR_BL,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,lon,lat,elev,slope,aspect,HeatLoad,MaxTreeHeight,QMD_LAF,QMD_all,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,ba_ha,stems_ha,RedGrayGreenStage.BA.p,OutbreakStage
All,381,BJH,2008,2009,1,newfork,newfork_ub10,381,Extraction,-52,-59,-29,-35,-40,-46,-39,-47,0.57143,-109.815,43.0393,2636,19,357,0.598997,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,382,BJH,2008,2009,1,newfork,newfork_ub11,382,Extraction,-54,-70,-30,-42,-41,-53,-40,-31,0.56,-109.81,43.0383,2740,29,325,0.711912,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,383,BJH,2008,2009,1,newfork,newfork_ub12,383,Extraction,10,-29,20,-11,9,-22,-7,-48,0.68116,-109.804,43.0441,2628,4,358,0.710305,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,384,BJH,2008,2009,1,newfork,newfork_ub13,384,Extraction,-5,7,7,16,-4,5,-16,3,0.52542,-109.809,43.0757,2947,24,354,0.574356,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,385,BJH,2008,2009,1,newfork,newfork_ub14,385,Extraction,-107,-133,-60,-75,-71,-86,-64,-54,0.44,-109.804,43.0769,3070,31,333,0.652005,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,386,BJH,2008,2009,1,newfork,newfork_ub15,386,Extraction,-60,-32,-33,-11,-44,-22,-42,-38,0.53488,-109.802,43.0825,2847,24,317,0.778047,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,387,BJH,2008,2009,1,newfork,newfork_ub16,387,Extraction,-115,-97,-48,-38,-59,-49,-64,-61,0.26316,-109.808,43.0845,2827,10,196,0.856244,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,388,BJH,2008,2009,1,newfork,newfork_ub17,388,Extraction,-79,-82,-43,-44,-54,-55,-51,-39,0.46342,-109.809,43.0876,2923,17,131,0.773933,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,389,BJH,2008,2009,1,newfork,newfork_ub18,389,Extraction,-100,-112,-52,-54,-63,-65,-60,-62,0.39241,-109.815,43.0833,2805,16,357,0.626665,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,390,BJH,2008,2009,1,newfork,newfork_ub19,390,Extraction,-128,-126,-64,-51,-75,-62,-71,-39,0.34375,-109.818,43.0828,2792,5,336,0.730296,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,373,BJH,2008,2009,1,newfork,newfork_ub2,373,Extraction,-100,-88,-55,-48,-66,-59,-61,-48,0.42857,-109.866,43.1134,3067,14,284,0.8715,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,391,BJH,2008,2009,1,newfork,newfork_ub20,391,Extraction,-52,-55,-27,-28,-38,-39,-39,-41,0.51613,-109.823,43.0836,2790,11,329,0.738422,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,392,BJH,2008,2009,1,newfork,newfork_ub21,392,Extraction,-3,11,9,17,-2,6,-17,11,0.35135,-109.821,43.0805,2740,21,251,0.971947,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,393,BJH,2008,2009,1,newfork,newfork_ub22,393,Extraction,-31,-48,-11,-21,-22,-32,-30,-28,0.47619,-109.828,43.0811,2683,32,82,0.440468,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,394,BJH,2008,2009,1,newfork,newfork_ub23,394,Extraction,-204,-139,-91,-59,-102,-70,-99,-24,0.25,-109.831,43.0795,2738,14,203,0.896836,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,395,BJH,2008,2009,1,newfork,newfork_ub24,395,Extraction,-14,-92,5,-31,-6,-42,-23,-87,0.16832,-109.831,43.0827,2781,16,111,0.691622,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,396,BJH,2008,2009,1,newfork,newfork_ub25,396,Extraction,-65,-101,-23,-41,-34,-52,-43,-24,0.26882,-109.83,43.0844,2762,18,91,0.601608,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,397,BJH,2008,2009,1,newfork,newfork_ub26,397,Extraction,-161,-104,-85,-53,-96,-64,-87,-81,0.35211,-109.834,43.0845,2804,2,159,0.747815,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,374,BJH,2008,2009,1,newfork,newfork_ub3,374,Extraction,-95,-61,-53,-28,-64,-39,-58,-50,0.45263,-109.87,43.1147,3050,4,140,0.755297,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,375,BJH,2008,2009,1,newfork,newfork_ub4,375,Extraction,-9,-30,5,-10,-6,-21,-19,-31,0.41667,-109.868,43.1194,3015,22,282,0.937449,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,376,BJH,2008,2009,1,newfork,newfork_ub5,376,Extraction,-93,-129,-56,-82,-67,-93,-58,-92,0.51111,-109.862,43.1027,3024,23,328,0.718114,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,377,BJH,2008,2009,1,newfork,newfork_ub6,377,Extraction,-41,-46,-16,-15,-27,-26,-33,-12,0.42857,-109.862,43.0986,2971,18,245,0.936415,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,378,BJH,2008,2009,1,newfork,newfork_ub7,378,Extraction,-16,-26,-1,-7,-12,-18,-22,-53,0.52,-109.857,43.1027,3129,22,320,0.762338,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,379,BJH,2008,2009,1,newfork,newfork_ub8,379,Extraction,195,166,148,129,137,118,78,35,0.49206,-109.853,43.0981,3070,16,280,0.900735,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.75,
All,380,BJH,2008,2009,1,newfork,newfork_ub9,380,Extraction,109,51,104,55,93,44,42,18,0.7193,-109.817,43.0428,2511,24,321,0.752066,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,34,BJH,2011,2012,1,puzz,Puzz1,34,Extraction,689,708,502,NA,557,579,335,357,0.65385,-113.263,48.2142,1819,26,256,0.953279,30.54,23.48,24.98,sevsurf,c,2,8.27,0.27,0.92,24.9,0.3,0.69,0.07,1,1,ABLA,PIEN,3,3,,,61.68,1259,0.17,gray
All,43,BJH,2011,2012,1,puzz,Puzz10,43,Interpolation,996,,658,NA,713,,518,490,0.60606,-113.254,48.2105,1977,23,257,0.926239,22.03,13.46,15.53,crown,d,3,16.61,0.75,1,10.3,0.1,0.89,0.05,1,1,ABLA,PIAL,3,3,,,40.72,2150,0.31,gray
All,44,BJH,2011,2012,1,puzz,Puzz11,44,Extraction,713,840,541,588,596,643,349,403,0.69811,-113.253,48.2074,1917,29,290,0.86611,29.16,27.69,30.4,sevsurf,c,2,10.99,0.38,1,19.9,0,0.74,0.14,1,1,ABLA,PIEN,3,3,,,62.63,863,0.32,gray
All,45,BJH,2011,2012,1,puzz,Puzz12,45,Extraction,664,459,486,317,541,372,323,222,0.66265,-113.257,48.2073,1837,22,220,0.882074,27.85,22.97,23.36,lightsurf,b,1,4.52,0.16,0.7,30.3,0,0.23,0.44,0.84,0.53,ABLA,PIEN,3,3,,,39.98,934,0,gray
All,35,BJH,2011,2012,1,puzz,Puzz2,35,Extraction,-49,24,-93,-36,-38,19,-26,10,0.5814,-113.257,48.214,1951,20,298,0.792275,24.12,16.35,20.26,lightsurf,b,1,1.35,0.06,0.57,35.5,0,0.27,0.48,0.55,0.64,PIAL,ABLA,3,3,,,68.82,2136,0.51,gray
All,36,BJH,2011,2012,1,puzz,Puzz3,36,Extraction,725,780,421,464,476,519,330,358,0.43182,-113.251,48.2138,2084,15,240,0.836075,22.85,11.73,13.73,crown,d,3,11.11,0.49,1,16,0.6,0.84,0.12,1,1,ABLA,PIAL,3,3,,,35.4,2391,0.31,gray
All,37,BJH,2011,2012,1,puzz,Puzz4,37,Interpolation,784,NA,500,NA,555,NA,306,314,0.31373,-113.248,48.2095,2063,13,316,0.703582,22.73,10.66,12.69,crown,d,3,13.86,0.61,1,11.4,0.1,0.39,0.36,1,1,ABLA,PIAL,3,3,,,25.38,2009,0.35,gray
All,38,BJH,2011,2012,1,puzz,Puzz5,38,Extraction,746,670,517,445,572,500,358,319,0.58763,-113.244,48.2045,2086,14,216,0.817887,23.61,11.93,14.45,lightsurf,b,1,3.65,0.15,0.35,23,0,0.23,0.65,0.71,0.63,ABLA,PIEN,3,3,,,27.61,1684,0,gray
All,39,BJH,2011,2012,1,puzz,Puzz6,39,Interpolation,NA,NA,NA,NA,NA,NA,NA,,0.55102,-113.244,48.2009,2046,22,288,0.843889,29.76,12.48,18.25,sevsurf,c,2,5.49,0.18,1,22.3,0,0.67,0.21,1,1,PIAL,ABLA,3,3,,,36.63,1401,0.56,gray
All,40,BJH,2011,2012,1,puzz,Puzz7,40,Interpolation,NA,NA,NA,NA,NA,NA,NA,,0.60417,-113.249,48.2018,1958,21,233,0.88206,24.02,18.06,18.14,sevsurf,c,2,7.37,0.31,0.91,25.3,0,0.49,0.27,1,1,ABLA,PIEN,3,3,,,36.93,1429,0.04,gray
All,41,BJH,2011,2012,1,puzz,Puzz8,41,Extraction,811,651,614,489,669,544,396,318,0.68,-113.253,48.2041,1872,20,251,0.897407,29.76,26.97,27.07,crown,d,3,20.79,0.7,1,24.7,0.1,0.85,0.13,1,1,ABLA,PIEN,3,3,,,73.26,1273,0.11,gray
All,42,BJH,2011,2012,1,puzz,Puzz9,42,Extraction,266,429,156,289,211,344,128,208,0.62857,-113.26,48.2104,1831,19,232,0.862163,28.78,17.45,17.3,lightsurf,b,1,4.48,0.16,0.75,37.5,0,0.18,0.47,0.48,0.66,ABLA,PIEN,3,3,,,40.56,1726,0.02,gray
All,430,BJH,2011,2012,1,rr,rr_ub_10,430,Extraction,-64,-68,13,10,31,28,-60,-47,0.513514,-110.324,43.5239,2630,21,24,0.479199,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,424,BJH,2011,2012,1,rr,rr_ub_4,424,Extraction,-79,77,27,93,45,111,-67,-22,0.162162,-110.382,43.5473,2683,34,226,0.96833,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,425,BJH,2011,2012,1,rr,rr_ub_5,425,Extraction,-215,-220,-23,-24,-5,-6,-111,-112,0.145833,-110.357,43.5664,2463,2,52,0.696008,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,426,BJH,2011,2012,1,rr,rr_ub_6,426,Extraction,-76,-231,7,-62,25,-44,-66,-80,0.464789,-110.353,43.5693,2434,7,74,0.652514,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,427,BJH,2011,2012,1,rr,rr_ub_7,427,Extraction,14,172,72,206,90,224,-19,2,0.758621,-110.36,43.5432,2800,14,46,0.527025,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,428,BJH,2011,2012,1,rr,rr_ub_8,428,Extraction,298,153,228,158,246,176,93,95,0.320261,-110.34,43.5388,2749,15,93,0.624284,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,429,BJH,2011,2012,1,rr,rr_ub_9,429,Extraction,-131,-133,-35,-36,-17,-18,-92,-85,0.513514,-110.312,43.5136,2690,16,359,0.61072,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.5,
All,46,BJH,2011,2012,1,rr,rr1,46,Extraction,559,243,448,183,466,201,231,173,0.48387,-110.314,43.5575,2444,11,106,0.690472,17.7,14.32,15.39,sevsurf,c,2,6.56,0.37,1,3,12.8,0.43,0,1,1,PICO,ABLA,3,3,,,35.51,1910,0.21,gray
All,58,BJH,2011,2012,1,rr,rr10,58,Extraction,339,314,333,340,351,358,138,173,0.65385,-110.391,43.5654,2536,10,46,0.578615,16.8,9.25,10.16,crown,d,3,11.9,0.71,1,0.4,2.9,0.9,0,1,1,PICO,ABLA,3,3,,,47.27,5829,0.21,gray
All,59,BJH,2011,2012,1,rr,rr11,59,Extraction,-8,-69,53,9,71,27,-34,-41,0.54167,-110.379,43.5807,2330,10,349,0.681954,22.6,18.52,19.6,lightsurf,b,1,3.64,0.16,0.93,6.2,6,0.12,0.03,0.77,0.88,PIEN,PICO,3,3,,,49.47,1641,0.34,gray
All,60,BJH,2011,2012,1,rr,rr12,60,Extraction,443,143,407,165,425,183,187,127,0.61539,-110.384,43.5752,2410,11,341,0.69852,22.8,18.4,22.31,sevsurf,c,2,11.72,0.51,0.97,2.6,4,0.47,0.05,1,1,PICO,ABLA,3,3,,,52.54,1344,0.66,gray
All,61,BJH,2011,2012,1,rr,rr13,61,Extraction,317,216,314,241,332,259,127,127,0.64706,-110.38,43.5722,2493,11,297,0.814458,21.5,15.79,16.69,sevsurf,c,2,10.72,0.5,1,2,4.8,0.26,0.08,1,1,PIEN,ABLA,3,3,,,38.05,1740,0.24,gray
All,62,BJH,2011,2012,1,rr,rr14,62,Extraction,1272,1183,992,828,1010,846,577,564,0.53846,-110.376,43.57,2573,10,41,0.581992,23.2,17.09,22.03,crown,d,3,16.81,0.72,1,0.2,2.4,0.49,0.16,1,1,ABLA,PICO,3,3,,,41.52,1089,0.66,gray
All,63,BJH,2011,2012,1,rr,rr15,63,Extraction,450,586,429,529,447,547,193,148,0.67442,-110.375,43.5746,2461,14,38,0.533132,18.6,15.21,15.57,crown,d,3,13.81,0.74,1,0.1,2.7,0.88,0.03,1,1,PICO,ABLA,3,3,,,34.18,1797,0.13,gray
All,64,BJH,2011,2012,1,rr,rr16,64,Extraction,1163,1129,984,935,1002,953,539,521,0.63265,-110.37,43.5768,2442,8,327,0.737496,21.9,18.3,19.29,crown,d,3,17.21,0.79,1,0.1,5.3,0.85,0.01,1,1,PIEN,PICO,3,3,,,39.28,1344,0.22,gray
All,65,BJH,2011,2012,1,rr,rr17,65,Extraction,258,212,272,232,290,250,100,97,0.68182,-110.369,43.5723,2501,6,254,0.801953,26.7,12.91,14.33,lightsurf,b,1,8.69,0.33,0.74,1.9,2.9,0.28,0.06,0.84,0.76,ABLA,PIEN,3,3,,,35.59,2207,0.26,gray
All,66,BJH,2011,2012,1,rr,rr18,66,Extraction,1044,949,840,779,858,797,471,459,0.55932,-110.371,43.5675,2588,11,54,0.575239,21.8,9.8,11.83,crown,d,3,13.58,0.62,1,0.5,3.5,0.7,0.01,1,1,PICO,,3,3,,,38.08,3466,0.38,gray
All,67,BJH,2011,2012,1,rr,rr19,67,Extraction,193,440,204,416,222,434,63,106,0.55932,-110.372,43.5626,2663,7,20,0.647841,22.5,7.19,12.59,sevsurf,c,2,8.44,0.38,0.91,2.2,2.7,0.45,0.02,1,1,PICO,ABLA,3,3,,,48.8,3919,0.71,gray
All,47,BJH,2011,2012,1,rr,rr2,47,Extraction,1088,1022,907,850,925,868,499,482,0.60784,-110.318,43.5542,2518,12,32,0.56889,19.9,14.14,15.22,crown,d,3,10.5,0.53,1,0.2,4.6,0.84,0.03,1,1,PICO,ABLA,3,3,,,30.6,1684,0.25,gray
All,68,BJH,2011,2012,1,rr,rr20,68,Extraction,247,449,257,421,275,439,93,106,0.64179,-110.373,43.557,2707,12,3,0.632303,23.8,19.72,21.27,sevsurf,c,2,9.65,0.41,0.94,3.1,2,0.13,0.28,0.98,0.99,PIEN,ABLA,3,3,,,52.23,1471,0.27,gray
All,69,BJH,2011,2012,1,rr,rr21,69,Extraction,201,166,212,183,230,201,68,94,0.57576,-110.324,43.5559,2495,5,317,0.747597,24.8,13.28,17.13,crown,d,3,16.47,0.66,1,0.1,2.9,0.74,0.08,1,1,PICO,ABLA,3,3,,,35.2,1528,0.59,gray
All,70,BJH,2011,2012,1,rr,rr22,70,Extraction,1257,1263,1033,1040,1051,1058,580,572,0.6,-110.315,43.5627,2401,21,298,0.864882,22.5,15.02,17.73,crown,d,3,14.69,0.65,1,0.3,1.6,0.54,0.1,1,1,PICO,ABLA,3,3,,,36.32,1471,0.38,gray
All,71,BJH,2011,2012,1,rr,rr23,71,Extraction,1146,1191,870,907,888,925,510,463,0.5,-110.308,43.5621,2307,18,4,0.576626,20.9,9.87,13.42,crown,d,3,15.27,0.73,1,0.3,2.8,0.67,0.13,1,1,PICO,ABLA,3,3,,,25.2,1783,0.54,gray
All,72,BJH,2011,2012,1,rr,rr24,72,Extraction,1129,1151,858,913,876,931,502,517,0.5,-110.307,43.5438,2417,19,27,0.496375,20.7,14.23,16.26,crown,d,3,14.2,0.69,1,0.4,4.8,0.78,0.02,1,1,ABLA,PICO,3,3,,,34.66,1669,0.33,gray
All,73,BJH,2011,2012,1,rr,rr25,73,Extraction,677,311,571,297,589,315,297,201,0.57143,-110.312,43.5446,2428,10,89,0.653815,24.4,19.95,21.41,lightsurf,b,1,4.15,0.17,0.82,8.8,3,0.09,0.29,0.69,0.67,PIEN,PICO,3,3,,,50.41,1401,0.22,gray
All,74,BJH,2011,2012,1,rr,rr26,74,Extraction,468,426,393,298,411,316,191,179,0.50877,-110.317,43.5441,2503,9,47,0.593991,20.2,14.31,15.37,lightsurf,b,1,6.64,0.33,0.87,3.7,5,0.17,0.1,0.87,0.91,PIEN,PICO,3,3,,,43.83,2363,0.17,gray
All,75,BJH,2011,2012,1,rr,rr27,75,Extraction,777,765,594,568,612,586,332,296,0.47368,-110.322,43.5439,2559,9,60,0.610049,16.1,11.24,11.41,sevsurf,c,2,3.99,0.25,0.64,3.8,2.1,0.25,0.03,1,1,PICO,,3,3,,,26.88,2631,0.04,gray
All,76,BJH,2011,2012,1,rr,rr28,76,Extraction,172,546,182,427,200,445,51,125,0.50617,-110.328,43.5415,2627,5,92,0.695537,21,11.98,16.82,lightsurf,b,1,2.18,0.1,0.26,12.8,0.1,0.02,0.52,0.2,0.28,PICO,ABLA,3,3,,,36.75,1655,0.58,gray
All,77,BJH,2011,2012,1,rr,rr29,77,Extraction,701,534,555,442,573,460,300,260,0.5,-110.324,43.5405,2584,2,326,0.731022,25.7,12.79,16.02,lightsurf,b,1,2.96,0.12,0.32,12.1,0.7,0.13,0.54,0.41,0.32,PICO,PIEN,3,3,,,37.04,1839,0.4,gray
All,48,BJH,2011,2012,1,rr,rr3,48,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,0.5122,-110.322,43.5522,2578,13,4,0.62106,21.8,11.69,14.34,crown,d,3,1.23,0.06,1,0.8,5.3,0.84,0.02,1,1,PICO,ABLA,3,3,,,37.88,2348,0.41,gray
All,78,BJH,2011,2012,1,rr,rr30,78,Extraction,979,987,835,841,853,859,449,475,0.62857,-110.318,43.5403,2529,9,30,0.610098,16.6,13.05,13.94,sevsurf,c,2,11.11,0.67,1,2.3,4.2,0.36,0.19,1,1,PICO,,3,3,,,33.47,2193,0.21,gray
All,79,BJH,2011,2012,1,rr,rr31,79,Extraction,880,958,675,711,693,729,383,274,0.49091,-110.312,43.5399,2507,15,16,0.569075,20.2,11.83,14.55,sevsurf,c,2,8.43,0.42,0.97,1.3,6.1,0.32,0.08,1,1,PICO,PIEN,3,3,,,37.63,2264,0.48,gray
All,80,BJH,2011,2012,1,rr,rr32,80,Extraction,448,453,324,331,342,349,162,180,0.3494,-110.308,43.5399,2486,12,28,0.576172,18.9,8.77,12.7,lightsurf,b,1,5.06,0.27,0.87,2.2,3.1,0.29,0.19,0.69,0.57,PICO,,3,3,,,22.73,1797,0.59,gray
All,81,BJH,2011,2012,1,rr,rr33,81,Extraction,1031,945,728,667,746,685,439,473,0.42169,-110.288,43.5139,2496,7,82,0.666137,21.1,12.54,16.08,crown,d,3,13.91,0.66,1,2.1,3.9,0.83,0.04,1,1,PICO,ABLA,3,3,,,32.16,1584,0.57,gray
All,82,BJH,2011,2012,1,rr,rr34,82,Extraction,610,490,483,399,501,417,255,235,0.48387,-110.293,43.5132,2526,5,41,0.653182,22.3,10.72,13.94,lightsurf,b,1,6.37,0.29,0.66,11.9,0.9,0.22,0.28,0.94,0.46,PICO,ABLA,3,3,,,38.42,2518,0.47,gray
All,83,BJH,2011,2012,1,rr,rr35,83,Extraction,468,301,348,242,366,260,176,258,0.38144,-110.298,43.5117,2571,10,59,0.59634,23.4,14.23,18.86,lightsurf,b,1,4.64,0.2,0.51,8.6,0.2,0.1,0.42,0.29,0.33,PICO,PIEN,3,3,,,34.76,1245,0.53,gray
All,84,BJH,2011,2012,1,rr,rr36,84,Extraction,386,382,361,356,379,374,159,140,0.61194,-110.287,43.5173,2456,10,31,0.596265,19.9,6.6,13.21,lightsurf,b,1,0.6,0.03,0.4,12.2,0.8,0.1,0.4,0.23,0.35,PICO,,3,3,,,25.77,1882,0.8,gray
All,85,BJH,2011,2012,1,rr,rr37,85,Extraction,488,322,384,244,402,262,193,163,0.44262,-110.3,43.5307,2427,6,108,0.713424,23,7.34,12.22,lightsurf,b,1,3.12,0.14,0.55,4.5,3.4,0.34,0.25,0.91,0.79,PICO,ABLA,3,3,,,27.52,2348,0.68,gray
All,86,BJH,2011,2012,1,rr,rr38,86,Extraction,431,549,292,324,310,342,145,163,0.29268,-110.31,43.5304,2476,4,64,0.677211,19.9,14.21,17.02,sevsurf,c,2,3.84,0.19,0.86,8.1,4,0.22,0.12,1,0.98,PICO,,3,3,,,36.03,1584,0.46,gray
All,87,BJH,2011,2012,1,rr,rr39,87,Extraction,425,197,293,162,311,180,145,96,0.30275,-110.315,43.5306,2510,9,45,0.592145,20,12.67,16.14,lightsurf,b,1,1.07,0.05,0.73,9.4,0.7,0.12,0.47,0.59,0.49,PICO,ABLA,3,3,,,36.75,1797,0.53,gray
All,49,BJH,2011,2012,1,rr,rr4,49,Extraction,1120,1132,937,863,955,881,515,505,0.61404,-110.292,43.5387,2290,21,60,0.466539,17,9.73,12.33,sevsurf,c,2,2.16,0.13,1,1.1,4.4,0.81,0.01,1,1,PIEN,PICO,3,3,,,24.13,2023,0.46,gray
All,88,BJH,2011,2012,1,rr,rr40,88,Extraction,897,885,591,525,609,543,360,392,0.35135,-110.304,43.5262,2481,4,328,0.733235,23,12.67,13.5,crown,d,3,13.02,0.57,1,0,6.4,0.44,0.36,1,1,PIEN,PICO,3,3,,,36,2518,0.17,gray
All,50,BJH,2011,2012,1,rr,rr5,50,Extraction,1137,1178,666,618,684,636,437,446,0.28571,-110.295,43.5419,2365,17,55,0.501656,20.7,16.9,21.77,crown,d,3,4.16,0.2,1,1.5,9.7,0.93,0.01,1,1,PICO,PIEN,3,3,,,33.69,905,0.58,gray
All,51,BJH,2011,2012,1,rr,rr6,51,Extraction,348,419,294,340,312,358,130,179,0.45455,-110.373,43.5805,2378,16,17,0.55528,19.1,19.27,22.77,sevsurf,c,2,3.28,0.17,1,2.2,6.3,0.34,0.05,1,1,ABLA,PICO,3,3,,,43.17,1061,0.51,gray
All,55,BJH,2011,2012,1,rr,rr7,55,Extraction,1277,923,1011,745,1029,763,583,549,0.55556,-110.39,43.5774,2374,10,94,0.665012,23.1,17.64,19.56,crown,d,3,2.15,0.09,1,0.3,6,0.94,0,1,1,PICO,ABLA,3,3,,,51.82,1726,0.37,gray
All,56,BJH,2011,2012,1,rr,rr8,56,Extraction,-13,68,48,114,66,132,-35,-25,0.63636,-110.394,43.5682,2504,2,76,0.706261,25.4,16.06,17.8,lightsurf,b,1,2.89,0.11,0.75,6.9,3.5,0.25,0.09,0.43,0.57,PICO,PIEN,3,3,,,48.55,1952,0.27,gray
All,57,BJH,2011,2012,1,rr,rr9,57,Extraction,668,550,671,556,689,574,308,252,0.83784,-110.393,43.5599,2634,11,52,0.572491,24.1,25.55,25.76,sevsurf,c,2,12.72,0.53,0.96,8.9,11.8,0.15,0,1,1,PIEN,ABLA,3,3,,,63.35,1217,0.31,gray
All,89,BJH,2011,2012,1,sadd,sadd1,89,Extraction,-90,-68,-7,1,-34,-26,61,32,0.14085,-114.532,45.4853,1827,34,238,1.007205,32.05,39.18,38.42,lightsurf,b,1,1.32,0.04,0.54,9.3,0.5,0.18,0.07,0.01,0.36,PIPO,PSME,1,2,,,42.62,368,0,red
All,98,BJH,2011,2012,1,sadd,sadd10,98,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,0.11258,-114.491,45.4958,1880,27,137,0.762295,24.51,22.81,22.56,lightsurf,b,1,1.11,0.05,0.6,7.3,1,0.11,0.27,0.08,0.37,PSME,,2,2,,,23.73,594,0,red
All,99,BJH,2011,2012,1,sadd,sadd11,99,Extraction,621,776,347,527,320,500,296,355,0.26531,-114.488,45.4984,1815,26,116,0.635486,16.76,11.19,11.46,sevsurf,c,2,2.82,0.17,0.9,5.4,1.8,0.18,0.11,1,1,PICO,,3,3,,,16.49,1599,0.02,red
All,100,BJH,2011,2012,1,sadd,sadd12,100,Extraction,475,579,232,344,205,317,209,235,0.18667,-114.482,45.4996,1920,11,192,0.835357,23.18,19.37,19.63,sevsurf,c,2,8.5,0.37,1,0.5,1.7,0.48,0.06,1,1,PSME,,2,2,,,13.7,453,0.09,red
All,101,BJH,2011,2012,1,sadd,sadd13,101,Extraction,734,-2347,236,-3286,209,NA,297,243,0.08148,-114.476,45.5014,1919,24,122,0.678826,24.98,22.42,22.75,sevsurf,c,2,8.35,0.33,1,1.5,1.6,0.3,0.1,1,1,PSME,,2,2,,,25.3,622,0.1,red
All,102,BJH,2011,2012,1,sadd,sadd14,102,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,0.39683,-114.469,45.5015,1831,15,168,0.850641,16.35,11.91,11.87,sevsurf,c,2,4.08,0.25,1,1.7,1.8,0.36,0.03,1,1,PICO,,3,3,,,19.57,1768,0.01,red
All,103,BJH,2011,2012,1,sadd,sadd15,103,Extraction,923,1011,592,693,564,666,442,507,0.37313,-114.464,45.5017,1844,14,169,0.843782,16.35,12.13,13.12,sevsurf,c,2,3.44,0.21,0.98,5.6,2.6,0.33,0.05,1,1,PICO,,3,3,,,23.12,1712,0.27,red
All,104,BJH,2011,2012,1,sadd,sadd16,104,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,0.16071,-114.456,45.5088,1924,24,252,0.970124,16.76,16.61,15.66,sevsurf,c,2,13.81,0.82,1,0.6,2,0.63,0.03,1,1,PICO,,3,3,,,17.43,905,0.16,red
All,105,BJH,2011,2012,1,sadd,sadd17,105,Extraction,763,715,375,329,348,302,307,279,0.20805,-114.451,45.5137,2001,25,117,0.645926,27.13,48.63,42.98,sevsurf,c,2,14.47,0.53,1,0.4,1.6,0.37,0.23,1,1,PSME,PICO,2,2,,,20.51,141,0.23,red
